Time,Dist,V_Sat,HHMM,Lat_dez,Lon_dez,MMDD,SSHH,A_Lat,A_Lon,Banking,YawRate,SpAccu,LapGps,LapAdc,V_Front,V_Rear,Vext,ACC_X,ACC_Y,ACC_Z,Temp,SUSP_F,SUSP_R,BRAKE_F,BRAKE_R,ValidSatCalc,Acc_lat_G_gps,Acc_Lon_G_gps,V_rear_calc,Pack_Current41,Pack_Inst_Voltage42,Pack_SOC43,Relay_State,CRC_Checksum45,Pack_DCL,Pack_CCL,High_Temperature48,Low_Temperature49,CRC_Checksum,Pack_SOC,Adaptive_SOC,Current_Limits_Status,Adaptive_Total_Capacity,Ready_Power_Signal,Charge_Power_Signal,Discharge_Relay,Charge_Relay,Balancing_Active,Pack_Current,Pack_Inst_Voltage,Input_Supply_Voltage,Pack_kW_Power,Low_Cell_Voltage,High_Cell_Voltage,Avg_Cell_Voltage,High_Temperature,High_Thermistor_ID,Low_Temperature,Low_Thermistor_ID,Average_Temperature,Internal_Temperature,CellId,CellVoltage,CellResistance,CellOpenVoltage,Checksum,CellBalancing,IMD_Status,IMD_Ok,IMD_Resistance,SV_Target_Id,SV_Target_Iq,SV_Id,SV_Iq,SV_Ud,SV_Uq,SV_Voltage_Modulation,SV_Capacitor_Voltage,SV_Max_pow_limit_torque,SV_Battery_Current,SV_Junction_Teemp,SV_Heatsink_temp,SV_profile_forward,SV_Motor_Temperature,SV_Max_Fluxing_Current,SV_Torque_Demand,SV_Torque_value,SV_RPM,SV_Throttle_value,SV_Throttle_Voltage,PUMP_mode109,PUMP_setpoint,PUMP_PWM_freq,PUMP_x0,PUMP_y0,PUMP_x1,PUMP_y1,PUMP_x2,PUMP_y2,PUMP_x3,PUMP_y3,TEMP_Ambient,FAN_mode,PUMP_mode,PUMP_value,EVENTTRG,CNT_VFro,CNT_RPM,CNT_VRea,CPU_LOAD,TEMP_CoolerIN,TEMP_CoolerOUT,TEMP_Transmission,ValidSat,GPSValid,Longitude,Latitude,Altitude,V_GPS,Course,GPS_Yaw,Radius,Curvature,A_Lon_GPS,A_Lat_GPS,Banking_GPS,Time2D,SOD,Time diff,TDiff window,Win change,Meter diff,MDiff window
429.12,4977,6.41,13.36,41.0782121,-69.6944179,10.15,30.7,-32.77,-32.77,0,0,0,2147483647,65472,9.0,8.5,11.89,-3.0,5.8,-1.96,33.4,11.54,23.71,0.0,0,15,65533,-3,-1,86.4,112.7,96.0,65,1855,600,95,26,21,1882,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,0.0,659.813,2050.125,660,4093.25,4.81,12.11,112.56,120.0,100.56,65,29,8,26,7.19,119.88,119.81,253,32.0,4.14,2,10,0,29,10,30,20,45,40,60,80,65507,2,2,80,0.0,5363.17,0,5220.78,55.74,19.5,19.7,34.9,2.5,1,-0.1976907,41.0782133,381.78,8.0,305.77,-7.4,-19.1,-0.06,5.08,-0.28,1.62,429.2,48990.72,0,0,0,0,0
429.28,4977,9.33,13.36,41.0782142,-69.694422,10.15,30.86,-32.77,-32.77,0,0,0,2147483647,65472,11.5,12.5,11.89,-3.2,5.8,-1.82,33.4,11.58,23.81,0.0,0,16,65533,-3,-1,98.5,112.4,96.0,65,1864,600,95,26,21,1882,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,0.0,659.813,10.0,659,4091.19,5.63,16.02,112.31,120.0,113.94,65,29,8,26,7.19,119.88,119.81,358,32.0,4.15,2,10,0,29,10,30,20,45,40,60,80,65507,2,2,80,0.0,5363.63,0,5221.31,57.19,19.5,19.7,34.9,2.55,1,-0.1976954,41.0782159,381.76,11.0,305.52,-0.93,-68.2,-0.02,5.24,-0.05,0.27,429.36,48990.88,0,0,0,0,0
429.44,4977,12.52,13.36,41.078217,-69.6944271,10.15,31.02,-32.77,-32.77,0,0,0,2147483647,65472,15.5,15.5,11.89,-3.5,5.8,-2.03,33.4,11.55,23.95,0.0,0,16,65533,-3,-1,111.7,112.1,96.0,65,1848,600,95,26,21,1882,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,0.0,659.813,2385.438,661,4091.19,6.19,16.8,111.94,120.0,126.75,69,29,8,26,7.19,119.88,119.81,469,32.0,4.16,2,10,0,29,10,30,20,45,40,60,80,65507,2,2,80,0.0,5364.27,0,5221.91,56.58,19.5,19.7,34.9,2.6,1,-0.1977015,41.0782191,381.71,14.1,305.55,-0.34,-148.3,0.0,5.29,-0.02,0.13,429.52,48991.04,0,0,0,0,0
429.6,4978,15.45,13.36,41.0782205,-69.6944337,10.15,31.18,-32.77,-32.77,0,0,0,2147483647,65472,18.0,19.0,11.89,-3.0,5.6,-1.7,33.4,11.39,24.16,0.0,0,16,65533,-3,-1,124.0,111.7,96.0,65,1870,600,95,26,21,1882,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,0.0,659.813,2560.0,657,4089.88,7.06,20.31,111.56,120.0,139.06,71,29,8,26,7.19,119.88,119.81,572,32.0,4.13,2,10,0,29,10,30,20,45,40,60,80,65507,2,2,80,0.0,5365.02,0,5222.75,56.03,19.5,19.7,34.9,2.6,1,-0.1977088,41.078223,381.66,17.1,305.45,1.54,143.8,0.01,5.33,0.13,-0.77,429.68,48991.2,0,0,0,0,0
429.76,4979,18.58,13.36,41.0782247,-69.6944415,10.15,31.34,-32.77,-32.77,0,0,0,2147483647,65472,21.5,21.5,11.89,-3.5,5.7,-0.82,33.4,11.39,24.11,0.0,0,16,65533,-3,-1,136.1,111.4,96.0,65,1829,600,95,26,21,1882,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3205,0.0,659.813,1710.5,655,4089.0,7.88,23.05,111.25,120.0,151.5,75,29,8,26,7.19,119.88,119.81,676,32.0,4.14,2,10,0,29,10,30,20,45,40,60,80,65507,2,2,80,0.0,5365.93,0,5223.61,55.13,19.5,19.7,34.9,2.6,1,-0.1977175,41.0782277,381.61,20.2,305.97,5.8,63.2,0.02,5.3,0.57,-3.35,429.84,48991.36,0,0,0,0,0
429.92,4980,21.64,13.36,41.0782297,-69.6944505,10.15,31.5,-32.77,-32.77,0,0,0,2147483647,65472,24.5,25.5,11.89,-3.9,5.6,1.0,33.4,11.2,24.09,0.0,0,16,65533,-3,-1,149.7,111.1,96.0,65,1893,600,95,26,21,1882,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3211,0.0,659.813,2048.0,657,4088.56,8.44,25.0,111.0,120.0,163.69,79,29,8,26,7.31,119.88,119.81,779,32.0,4.14,2,10,0,29,10,30,20,45,40,60,80,65507,2,2,80,0.0,5366.95,0,5224.71,57.24,19.5,19.7,34.9,2.6,1,-0.1977272,41.0782334,381.58,23.3,307.24,9.63,48.5,0.02,5.17,1.09,-6.33,430.0,48991.52,0,0,0,0,0
430.08,4981,24.77,13.36,41.0782359,-69.6944608,10.15,31.66,-32.77,-32.77,0,0,0,2147483647,65472,28.5,28.5,11.89,0.1,5.0,0.72,33.4,13.34,24.55,0.0,0,16,65533,-3,-1,163.5,110.9,96.0,65,1842,600,95,26,21,1882,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3211,0.0,659.813,1870.313,655,4087.0,9.25,30.47,110.56,120.0,177.38,79,29,8,26,7.88,119.88,119.81,894,32.0,4.14,2,10,0,29,10,30,20,45,40,60,80,65507,2,2,80,0.0,5368.16,0,5225.88,54.9,19.5,19.7,34.9,2.6,1,-0.1977378,41.0782402,381.54,26.3,309.14,11.05,51.1,0.02,4.83,1.4,-8.11,430.16,48991.68,0,0,0,0,0
430.24,4982,27.52,13.36,41.078243,-69.6944715,10.15,31.82,-32.77,-32.77,0,0,0,2147483647,65472,31.5,32.0,11.89,-0.5,5.5,-5.66,33.4,19.87,27.75,0.0,0,16,65533,-3,-1,176.5,110.4,96.0,65,1860,600,95,26,21,1882,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3211,0.0,659.813,2235.063,664,4085.44,9.56,32.42,110.31,120.0,191.5,82,29,8,26,8.69,119.88,119.81,1010,32.0,4.14,2,10,0,29,10,30,20,45,40,60,80,65507,2,2,80,0.0,5369.48,0,5227.28,57.07,19.5,19.7,34.9,2.6,1,-0.1977491,41.0782478,381.54,28.7,310.86,7.03,76.4,0.01,4.83,0.98,-5.69,430.32,48991.84,0,0,0,0,0
430.4,4983,29.77,13.36,41.0782508,-69.6944832,10.15,31.98,-32.77,-32.77,0,0,0,2147483647,65472,34.0,35.0,11.89,-5.5,5.9,-5.27,33.4,13.09,25.05,0.0,0,16,65533,-3,-1,188.0,110.2,96.0,65,1826,600,95,26,21,1882,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3212,0.0,659.813,1541.938,666,4084.88,10.0,33.2,109.94,120.0,203.31,82,29,8,26,9.56,119.88,119.81,1103,32.0,4.14,2,10,0,29,10,30,20,45,40,60,80,65507,2,2,80,0.0,5370.99,0,5228.79,56.97,19.5,19.7,34.9,2.6,1,-0.1977616,41.0782562,381.5,31.7,311.52,3.3,170.5,0.01,5.19,0.5,-2.95,430.48,48992.0,0,0,0,0,0
430.56,4984,33.38,13.36,41.0782596,-69.6944963,10.15,32.14,-32.77,-32.77,0,0,0,2147483647,65472,36.5,37.5,11.89,-5.5,5.4,-3.51,33.4,9.03,21.93,0.0,0,16,65533,-3,-1,199.7,109.9,96.0,65,1868,600,95,26,21,1882,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3212,0.0,659.813,2380.875,661,4084.31,10.94,35.55,109.63,120.0,214.94,84,29,8,26,10.75,119.88,119.81,1198,32.0,4.16,2,10,0,29,10,30,20,45,40,60,80,65507,2,2,80,0.0,5372.54,0,5230.41,56.3,19.5,19.7,34.9,2.6,1,-0.1977753,41.0782657,381.38,34.8,311.95,0.05,-86.9,0.0,5.2,0.0,-0.01,430.64,48992.16,0,0,0,0,0
