Time,Dist,V_Sat,HHMM,Lat_dez,Lon_dez,MMDD,SSHH,A_Lat,A_Lon,Banking,YawRate,SpAccu,LapGps,LapAdc,V_Front,V_Rear,Vext,ACC_X,ACC_Y,ACC_Z,Temp,SUSP_F,SUSP_R,BRAKE_F,BRAKE_R,ValidSatCalc,Acc_lat_G_gps,Acc_Lon_G_gps,V_rear_calc,Pack_Current41,Pack_Inst_Voltage42,Pack_SOC43,Relay_State,CRC_Checksum45,Pack_DCL,Pack_CCL,High_Temperature48,Low_Temperature49,CRC_Checksum,Pack_SOC,Adaptive_SOC,Current_Limits_Status,Adaptive_Total_Capacity,Ready_Power_Signal,Charge_Power_Signal,Discharge_Relay,Charge_Relay,Balancing_Active,Pack_Current,Pack_Inst_Voltage,Input_Supply_Voltage,Pack_kW_Power,Low_Cell_Voltage,High_Cell_Voltage,Avg_Cell_Voltage,High_Temperature,High_Thermistor_ID,Low_Temperature,Low_Thermistor_ID,Average_Temperature,Internal_Temperature,CellId,CellVoltage,CellResistance,CellOpenVoltage,Checksum,CellBalancing,IMD_Status,IMD_Ok,IMD_Resistance,SV_Target_Id,SV_Target_Iq,SV_Id,SV_Iq,SV_Ud,SV_Uq,SV_Voltage_Modulation,SV_Capacitor_Voltage,SV_Max_pow_limit_torque,SV_Battery_Current,SV_Junction_Teemp,SV_Heatsink_temp,SV_profile_forward,SV_Motor_Temperature,SV_Max_Fluxing_Current,SV_Torque_Demand,SV_Torque_value,SV_RPM,SV_Throttle_value,SV_Throttle_Voltage,PUMP_mode109,PUMP_setpoint,PUMP_PWM_freq,PUMP_x0,PUMP_y0,PUMP_x1,PUMP_y1,PUMP_x2,PUMP_y2,PUMP_x3,PUMP_y3,TEMP_Ambient,FAN_mode,PUMP_mode,PUMP_value,EVENTTRG,CNT_VFro,CNT_RPM,CNT_VRea,CPU_LOAD,TEMP_CoolerIN,TEMP_CoolerOUT,TEMP_Transmission,ValidSat,GPSValid,Longitude,Latitude,Altitude,V_GPS,Course,GPS_Yaw,Radius,Curvature,A_Lon_GPS,A_Lat_GPS,Banking_GPS,Time2D,SOD,Time diff,TDiff window,Win change,Meter diff,MDiff window
730.08,15040,160.32,13.41,41.0784636,-69.6946804,10.15,31.65,-32.77,-32.77,0,0,0,532250,65472,168.5,165.5,11.81,-2.5,0.8,-1.54,33.9,26.62,22.71,0.0,0,15,65533,-3,-1,300.1,103.2,77.0,4161,1835,600,120,36,27,1923,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3084,4062.56,299.375,3550.563,305,4072.31,32.25,94.53,102.5,97.94,314.19,75,57,9,111,12.0,31.25,31.0,5447,10.46,2.64,2,80,0,29,10,30,20,45,40,60,80,65512,2,2,80,0.0,15629.06,0,15714.71,66.85,34.2,33.0,57.0,2.55,1,-0.1980246,41.0785097,387.51,160.6,309.64,0.78,3276.7,0.0,-0.07,0.61,-3.56,730.16,49291.67,0,0,0,0,0
730.24,15047,160.77,13.41,41.0785046,-69.6947461,10.15,31.81,-32.77,-32.77,0,0,0,90777,65472,169.0,163.5,11.81,-2.8,0.9,-1.43,33.9,26.64,23.03,0.0,0,16,65533,-3,-1,301.9,103.2,77.0,4161,1853,600,120,36,27,1923,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3084,4058.81,302.5,3553.188,301,4071.81,32.25,97.27,102.5,97.81,316.5,75,57,9,111,12.0,31.38,31.38,5454,10.53,2.64,2,80,0,29,10,30,20,45,40,60,80,65512,2,2,80,0.0,15636.5,0,15722.0,66.02,34.2,33.0,57.0,2.6,1,-0.1980896,41.0785508,387.52,160.2,309.81,0.48,2278.4,0.0,-0.02,0.38,-2.19,730.32,49291.83,0,0,0,0,0
730.4,15054,160.01,13.41,41.0785457,-69.6948111,10.15,31.98,-32.77,-32.77,0,0,0,260182446,65472,169.0,164.5,11.81,-2.8,0.8,-1.38,33.9,27.19,23.31,0.0,0,16,65533,-3,-1,302.9,103.1,77.0,4161,1862,600,120,36,27,1923,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3084,4057.19,303.063,4056.813,301,4071.81,32.13,94.92,102.44,97.63,318.19,75,57,9,111,12.0,31.44,31.44,5463,10.48,2.63,2,80,0,29,10,30,20,45,40,60,80,65512,2,2,80,0.64,15644.06,0,15729.29,65.23,34.2,33.0,57.0,2.6,1,-0.1981547,41.0785919,387.53,160.3,309.82,-0.6,-3276.8,0.0,0.62,-0.47,2.71,730.48,49291.99,0,0,0,0,0
730.56,15062,160.27,13.41,41.0785867,-69.6948761,10.15,32.13,-32.77,-32.77,0,0,0,2147483647,65472,169.0,164.5,11.81,-2.7,0.6,-1.24,33.9,26.81,23.2,0.0,0,16,65533,-3,-1,293.0,103.3,77.0,4161,1801,600,120,36,27,1923,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3084,4066.44,292.75,2846.375,294,4072.69,33.13,99.22,102.56,97.5,313.25,74,57,9,111,12.0,30.38,30.31,5468,10.15,2.61,2,80,0,29,10,30,20,45,40,60,80,65512,2,2,80,74.88,15651.57,0,15736.58,65.01,34.2,33.0,57.0,2.6,1,-0.1982202,41.078633,387.53,161.0,309.62,-1.06,-3276.8,0.0,0.9,-0.83,4.84,730.64,49292.15,0,0,0,0,0
730.72,15069,160.96,13.41,41.0786279,-69.6949416,10.15,32.28,-32.77,-32.77,0,0,0,2147483647,65472,169.5,164.5,11.81,-1.8,0.6,-1.69,33.9,25.68,22.35,0.0,0,16,65533,-3,-1,287.9,103.4,77.0,4161,1883,600,120,36,27,1923,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3084,4070.06,285.625,3771.938,288,4073.63,33.19,94.92,102.69,97.25,307.0,74,57,9,111,12.0,29.56,29.63,5477,9.87,2.59,2,80,0,29,10,30,20,45,40,60,80,65512,2,2,80,0.01,15659.13,0,15743.95,65.97,34.2,33.0,57.0,2.6,1,-0.1982863,41.0786741,387.49,161.6,309.46,-0.55,-3276.8,0.0,0.7,-0.43,2.52,730.8,49292.31,0,0,0,0,0
730.88,15076,161.6,13.41,41.0786741,-69.6950159,10.15,32.47,-32.77,-32.77,0,0,0,2147483647,65472,170.0,163.5,11.81,-3.0,0.8,-1.08,33.9,26.1,23.28,0.0,0,16,65533,-3,-1,288.0,103.3,77.0,4161,1859,600,120,36,27,1923,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3084,4069.0,285.438,4057.75,282,4074.69,33.31,93.75,102.69,97.19,303.5,75,57,9,111,12.0,29.44,29.63,5484,9.78,2.57,2,80,0,29,10,30,20,45,40,60,80,65512,2,2,80,81.28,15666.69,0,15751.24,60.69,34.2,33.0,57.0,2.6,1,-0.1983525,41.0787152,387.45,161.9,309.42,0.01,-640.1,0.0,0.37,0.0,-0.03,730.96,49292.49,0,0,0,0,0
731.04,15083,161.88,13.41,41.07871,-69.6950738,10.15,32.61,-32.77,-32.77,0,0,0,2147483647,65472,170.0,163.5,11.81,-2.1,0.4,-1.99,33.9,26.25,22.59,0.0,0,16,65533,-3,-1,262.5,103.8,77.0,4161,1869,600,120,36,27,1923,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3084,4084.19,258.25,3368.563,261,4076.19,35.38,97.27,103.13,97.13,291.25,72,57,9,111,12.0,26.56,26.75,5485,8.82,2.49,2,80,0,29,10,30,20,45,40,60,80,65512,2,2,80,0.0,15674.24,0,15758.49,66.04,34.2,33.0,57.0,2.6,1,-0.1984187,41.0787563,387.42,161.9,309.46,0.47,3276.7,0.0,0.16,0.37,-2.15,731.12,49292.63,0,0,0,0,0
731.2,15091,161.93,13.41,41.0787512,-69.69514,10.15,32.77,-32.77,-32.77,0,0,0,2147483647,65472,170.0,162.0,11.81,-2.6,0.4,-1.62,33.9,27.61,23.03,0.0,0,16,65533,-3,-1,252.6,103.9,77.0,4161,1878,600,120,36,27,1923,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3084,2861.94,246.125,2046.75,248,4078.69,36.06,96.09,103.19,97.13,273.56,73,57,9,111,12.0,25.25,25.5,5487,8.34,2.45,2,80,0,29,10,30,20,45,40,60,80,65512,2,2,80,0.0,15681.8,0,15765.75,64.98,34.2,33.0,57.0,2.6,1,-0.1984848,41.0787977,387.39,162.0,309.58,0.64,3276.7,0.0,0.03,0.5,-2.92,731.28,49292.79,0,0,0,0,0
731.36,15098,162.06,13.41,41.0787925,-69.6952061,10.15,32.93,-32.77,-32.77,0,0,0,2147483647,65472,170.5,161.5,11.81,-2.3,0.2,-1.84,33.9,28.56,22.97,0.0,0,16,65533,-3,-1,220.8,104.3,77.0,4161,1828,600,120,36,27,1923,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3084,0.0,218.0,2253.938,223,4082.63,35.81,90.63,103.81,97.13,251.44,71,58,9,111,12.0,22.38,22.56,5485,7.43,2.36,2,80,0,29,10,30,20,45,40,60,80,65512,2,2,80,0.0,15689.39,0,15772.92,66.3,34.2,33.0,57.0,2.6,1,-0.1985508,41.0788391,387.35,161.9,309.67,0.55,3276.7,0.0,-0.08,0.43,-2.52,731.44,49292.95,0,0,0,0,0
731.52,15105,161.97,13.41,41.078834,-69.6952722,10.15,33.09,-32.77,-32.77,0,0,0,2147483647,65472,170.0,162.0,11.81,-3.2,0.2,-1.81,33.9,29.25,22.73,0.0,0,16,65533,-3,-1,207.6,104.6,77.0,4161,1860,600,120,36,27,1923,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3084,0.0,205.938,4089.75,209,4084.13,35.31,87.11,104.0,97.31,227.0,71,57,9,111,12.0,21.44,21.38,5477,7.23,2.35,2,80,0,29,10,30,20,45,40,60,80,65512,2,2,80,0.0,15696.95,0,15780.1,64.75,34.3,33.0,57.0,2.6,1,-0.1986168,41.0788805,387.32,161.9,309.76,0.6,3276.7,0.0,-0.13,0.47,-2.76,731.6,49293.11,0,0,0,0,0
