Time,Dist,V_Sat,HHMM,Lat_dez,Lon_dez,MMDD,SSHH,A_Lat,A_Lon,Banking,YawRate,SpAccu,LapGps,LapAdc,V_Front,V_Rear,Vext,ACC_X,ACC_Y,ACC_Z,Temp,SUSP_F,SUSP_R,BRAKE_F,BRAKE_R,ValidSatCalc,Acc_lat_G_gps,Acc_Lon_G_gps,V_rear_calc,Pack_Current41,Pack_Inst_Voltage42,Pack_SOC43,Relay_State,CRC_Checksum45,Pack_DCL,Pack_CCL,High_Temperature48,Low_Temperature49,CRC_Checksum,Pack_SOC,Adaptive_SOC,Current_Limits_Status,Adaptive_Total_Capacity,Ready_Power_Signal,Charge_Power_Signal,Discharge_Relay,Charge_Relay,Balancing_Active,Pack_Current,Pack_Inst_Voltage,Input_Supply_Voltage,Pack_kW_Power,Low_Cell_Voltage,High_Cell_Voltage,Avg_Cell_Voltage,High_Temperature,High_Thermistor_ID,Low_Temperature,Low_Thermistor_ID,Average_Temperature,Internal_Temperature,CellId,CellVoltage,CellResistance,CellOpenVoltage,Checksum,CellBalancing,IMD_Status,IMD_Ok,IMD_Resistance,SV_Target_Id,SV_Target_Iq,SV_Id,SV_Iq,SV_Ud,SV_Uq,SV_Voltage_Modulation,SV_Capacitor_Voltage,SV_Max_pow_limit_torque,SV_Battery_Current,SV_Junction_Teemp,SV_Heatsink_temp,SV_profile_forward,SV_Motor_Temperature,SV_Max_Fluxing_Current,SV_Torque_Demand,SV_Torque_value,SV_RPM,SV_Throttle_value,SV_Throttle_Voltage,PUMP_mode109,PUMP_setpoint,PUMP_PWM_freq,PUMP_x0,PUMP_y0,PUMP_x1,PUMP_y1,PUMP_x2,PUMP_y2,PUMP_x3,PUMP_y3,TEMP_Ambient,FAN_mode,PUMP_mode,PUMP_value,EVENTTRG,CNT_VFro,CNT_RPM,CNT_VRea,CPU_LOAD,TEMP_CoolerIN,TEMP_CoolerOUT,TEMP_Transmission,ValidSat,GPSValid,Longitude,Latitude,Altitude,V_GPS,Course,GPS_Yaw,Radius,Curvature,A_Lon_GPS,A_Lat_GPS,Banking_GPS,Time2D,SOD,Time diff,TDiff window,Win change,Meter diff,MDiff window
400.0,4851,160.43,16.02,41.0779755,-69.6939002,10.14,50.57,-32.77,-32.77,0,0,0,424018,65472,168.5,116.0,11.82,-1.1,1.5,-0.46,36.6,25.54,23.07,0.0,0,16,65533,-3,-1,380.3,103.6,96.5,4161,1892,600,0,35,20,1795,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,4007.88,369.563,4023.625,364,4067.63,30.13,98.05,102.88,97.38,399.56,71,46,8,74,12.0,119.88,97.31,5475,32.0,4.14,2,80,0,29,10,30,20,45,40,60,80,65515,0,2,80,0.64,5152.63,0,3102.57,58.36,23.7,24.1,35.7,2.6,1,-0.1971949,41.0779911,371.33,160.6,310.45,-1.48,-1813.0,0.0,0.78,-1.16,6.72,400.08,57770.59,0,0,0,0,0
400.16,4859,160.76,16.02,41.0780171,-69.6939651,10.14,50.73,-32.77,-32.77,0,0,0,1870659583,65472,169.0,112.0,11.81,-3.2,1.3,-0.2,36.6,24.93,23.18,0.0,0,16,65533,-3,-1,379.9,103.6,96.5,4161,1894,600,0,35,20,1795,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,4008.94,368.438,4022.125,373,4068.5,30.25,96.88,102.81,97.13,399.25,72,46,8,74,12.0,119.88,97.13,5486,32.0,4.14,2,80,0,29,10,30,20,45,40,60,80,65515,0,2,80,72.22,5160.14,0,3105.74,58.58,23.7,24.1,35.7,2.6,1,-0.1972599,41.0780327,371.35,161.0,310.21,-1.33,-2004.7,0.0,0.71,-1.04,6.02,400.24,57770.75,0,0,0,0,0
400.32,4866,161.22,16.02,41.0780587,-69.6940302,10.14,50.89,-32.77,-32.77,0,0,0,2147483647,65472,169.5,120.0,11.81,-0.9,1.2,-0.38,36.5,24.65,22.73,0.0,0,16,65533,-3,-1,378.8,103.5,96.5,4161,1888,600,0,35,20,1795,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,4010.19,367.688,4025.313,370,4068.31,30.06,97.66,102.94,96.81,398.56,71,47,8,75,12.0,119.88,96.81,5499,32.0,4.13,2,80,0,29,10,30,20,45,40,60,80,65515,0,2,80,0.0,5167.62,0,3108.84,57.38,23.8,24.1,35.7,2.6,1,-0.1973252,41.0780742,371.4,161.4,310.02,-1.1,-2323.9,0.0,0.68,-0.86,5.03,400.4,57770.91,0,0,0,0,0
400.48,4873,161.63,16.02,41.0781002,-69.6940959,10.14,51.05,-32.77,-32.77,0,0,0,2147483647,65472,169.5,116.5,11.81,-0.9,1.1,-0.71,36.6,24.1,23.22,0.0,0,16,65533,-3,-1,379.8,103.4,96.5,4161,1864,600,0,35,20,1795,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,4009.44,367.313,4037.0,354,4066.94,30.69,100.39,102.81,96.63,398.31,72,46,8,75,12.0,119.88,96.69,5509,32.0,4.14,2,80,0,29,10,30,20,45,40,60,80,65515,0,2,80,81.28,5175.22,0,3112.01,59.19,23.8,24.1,35.8,2.6,1,-0.1973909,41.0781157,371.43,161.8,309.86,-0.94,-2761.5,0.0,0.7,-0.74,4.31,400.56,57771.07,0,0,0,0,0
400.64,4880,161.91,16.02,41.0781416,-69.6941617,10.14,51.21,-32.77,-32.77,0,0,0,2147483647,65472,170.0,111.5,11.81,-2.6,1.2,-0.69,36.6,24.95,22.8,0.0,0,16,65533,-3,-1,378.6,103.6,96.5,4161,1898,600,0,35,20,1795,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,4007.0,366.125,4011.875,359,4067.38,30.38,96.88,102.94,96.38,397.88,72,47,8,75,12.0,119.88,96.38,5519,32.0,4.14,2,80,0,29,10,30,20,45,40,60,80,65515,0,2,80,0.0,5182.77,0,3115.15,59.07,23.8,24.2,35.8,2.6,1,-0.1974569,41.0781571,371.47,162.3,309.71,-0.75,-3234.8,0.0,0.66,-0.59,3.42,400.72,57771.23,0,0,0,0,0
400.8,4887,162.55,16.02,41.078183,-69.6942281,10.14,51.37,-32.77,-32.77,0,0,0,2147483647,65472,170.5,118.5,11.82,-2.9,1.3,-0.53,36.5,23.55,22.37,0.0,0,16,65533,-3,-1,378.4,103.6,96.5,4161,1897,600,0,35,20,1795,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,4009.63,364.813,4005.313,369,4069.31,30.0,96.88,102.75,96.13,397.31,71,46,8,75,12.0,119.88,96.06,5533,32.0,4.14,2,80,0,29,10,30,20,45,40,60,80,65515,0,2,80,0.0,5190.33,0,3118.25,58.46,23.8,24.2,35.8,2.6,1,-0.1975233,41.0781986,371.48,162.5,309.62,-0.53,-3276.8,0.0,0.59,-0.42,2.42,400.88,57771.39,0,0,0,0,0
400.96,4894,162.64,16.02,41.0782245,-69.6942942,10.14,51.53,-32.77,-32.77,0,0,0,2147483647,65472,171.0,114.0,11.82,-0.2,1.1,-0.67,36.5,23.45,22.88,0.0,0,16,65533,-3,-1,378.0,103.6,96.5,4161,1891,600,0,35,20,1795,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,4008.13,364.313,4008.688,367,4068.44,29.75,95.7,102.88,95.88,396.94,72,47,8,75,12.0,119.88,95.88,5544,32.0,4.13,2,80,0,29,10,30,20,45,40,60,80,65515,0,2,80,0.0,5197.92,0,3121.31,59.81,23.8,24.2,35.9,2.6,1,-0.1975896,41.0782401,371.48,162.9,309.54,-0.5,-3276.8,0.0,0.63,-0.4,2.32,401.04,57771.55,0,0,0,0,0
401.12,4902,163.16,16.02,41.078266,-69.6943609,10.14,51.69,-32.77,-32.77,0,0,0,2147483647,65472,171.0,116.0,11.81,-2.3,1.2,-0.42,36.6,25.99,24.07,0.0,0,16,65533,-3,-1,377.9,103.6,96.5,4161,1880,600,0,35,20,1795,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,4008.81,363.688,4020.75,364,4067.94,30.13,97.66,102.88,95.63,396.44,72,47,8,75,12.0,119.88,95.69,5552,32.0,4.14,2,80,0,29,10,30,20,45,40,60,80,65515,0,2,80,0.0,5205.56,0,3124.67,57.56,23.8,24.3,35.9,2.6,1,-0.1976563,41.0782816,371.49,163.3,309.47,-0.31,-3276.8,0.0,0.51,-0.24,1.43,401.2,57771.71,0,0,0,0,0
401.28,4909,163.38,16.02,41.0783076,-69.6944276,10.14,51.85,-32.77,-32.77,0,0,0,2147483647,65472,171.5,111.5,11.81,-2.1,1.2,-1.28,36.6,25.46,22.72,0.0,0,16,65533,-3,-1,376.2,103.7,96.5,4161,1874,600,0,35,20,1795,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,4008.06,363.438,4007.063,348,4068.63,30.31,96.09,102.88,95.44,395.88,72,46,8,75,12.0,119.88,95.38,5565,32.0,4.13,2,80,0,29,10,30,20,45,40,60,80,65515,0,2,80,0.0,5213.19,0,3127.84,58.23,23.8,24.3,35.9,2.6,1,-0.197723,41.0783231,371.5,163.5,309.43,-0.25,-3276.8,0.0,0.48,-0.2,1.16,401.36,57771.87,0,0,0,0,0
401.44,4916,163.74,16.02,41.078349,-69.6944945,10.14,52.01,-32.77,-32.77,0,0,0,2147483647,65472,172.0,112.5,11.82,-2.0,1.0,-0.49,36.5,24.63,22.63,0.0,0,16,65533,-3,-1,377.8,103.5,96.5,4161,1889,600,0,35,20,1795,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3200,4008.13,362.188,4000.313,353,4069.31,30.31,96.09,102.81,95.13,395.44,71,47,8,75,12.0,119.88,95.13,5577,32.0,4.1,2,80,0,29,10,30,20,45,40,60,80,65515,0,2,80,0.0,5220.82,0,3130.9,58.3,23.8,24.3,35.9,2.6,1,-0.1977901,41.0783647,371.52,163.8,309.4,-0.24,-3276.8,0.0,0.47,-0.19,1.13,401.52,57772.03,0,0,0,0,0
